simulation,investor 0,investor 1,investor 2,investor 3,investor 4,investor 5,investor 6,investor 7,investor 8,investor 9,investor 10,investor 11,investor 12,investor 13,investor 14,investor 15,investor 16,investor 17,investor 18,investor 19,investor 20,investor 21,investor 22,investor 23,investor 24,investor 25,investor 26,investor 27,investor 28,investor 29,investor 30,investor 31,investor 32,investor 33,investor 34,investor 35,investor 36,investor 37,investor 38,investor 39,investor 40,investor 41,investor 42,investor 43,investor 44,investor 45,investor 46,investor 47,investor 48,investor 49,investor 50,investor 51,investor 52,investor 53,investor 54,investor 55,investor 56,investor 57,investor 58,investor 59,investor 60,investor 61,investor 62,investor 63,investor 64,investor 65,investor 66,investor 67,investor 68,investor 69,investor 70,investor 71,investor 72,investor 73,investor 74,investor 75,investor 76,investor 77,investor 78,investor 79,investor 80,investor 81,investor 82,investor 83,investor 84,investor 85,investor 86,investor 87,investor 88,investor 89,investor 90,investor 91,investor 92,investor 93,investor 94,investor 95,investor 96,investor 97,investor 98,investor 99,investor 100,investor 101,investor 102,investor 103,investor 104,investor 105,investor 106,investor 107,investor 108,investor 109,investor 110,investor 111,investor 112,investor 113,investor 114,investor 115,investor 116,investor 117,investor 118,investor 119,investor 120,investor 121,investor 122,investor 123,investor 124,investor 125,investor 126,investor 127,investor 128,investor 129,investor 130,investor 131,investor 132,investor 133,investor 134,investor 135,investor 136,investor 137,investor 138,investor 139,investor 140,investor 141,investor 142,investor 143,investor 144,investor 145,investor 146
56,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1175.551299,1233.997762,1334.298086,1385.473074,1412.074380,1412.074380,1412.074380,1412.074380,1412.074380,1412.074380,1412.074380,1412.074380,1175.551299,1233.997762,1334.298086,1385.473074,1412.074380,1412.074380,1412.074380,1412.074380,1412.074380,1412.074380,1412.074380,1412.074380,1175.551299,1233.997762,1334.298086,1385.473074,1412.074380,1412.074380,1412.074380,1412.074380,1412.074380,1412.074380,1412.074380,1412.074380,1503.970579,1740.972693,2174.438634,2486.640346,2502.720661,2487.301099,2487.301099,2487.301099,2487.301099,2487.301099,2487.301099,2487.301099,1523.789896,1785.679434,2190.772429,2362.797150,2379.557415,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,1523.789896,1785.679434,2190.772429,2362.797150,2379.557415,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2072.951971,2729.464215,2463.399960,2364.851680,2383.028074,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,3959.692457,2934.891516,2426.804154,2383.028074,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2821.923145,2426.804154,2383.028074,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2426.804154,2383.028074,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2383.028074,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708,2370.728708
57,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1099.770048,1156.651022,1259.945988,1282.415397,1282.415397,1282.415397,1282.415397,1282.415397,1282.415397,1282.415397,1282.415397,1282.415397,1375.490802,1545.056788,1817.173026,2109.906267,2159.868260,2159.868260,2159.868260,2159.868260,2159.868260,2159.868260,2159.868260,2159.868260,1413.467290,1597.514000,1793.332487,2240.061593,2140.219753,2140.219753,2140.219753,2140.219753,2140.219753,2140.219753,2140.219753,2140.219753,1413.467290,1597.514000,1793.332487,2240.061593,2140.219753,2140.219753,2140.219753,2140.219753,2140.219753,2140.219753,2140.219753,2140.219753,1854.453067,2381.513908,2302.034659,2430.232045,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,3035.211973,2558.502595,2320.615637,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2552.729553,2320.615637,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2320.615637,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292,2106.183292
58,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1208.909134,1344.005185,1571.096784,1919.715164,1919.715164,1919.715164,1919.715164,1919.715164,1919.715164,1919.715164,1919.715164,1919.715164,1462.127742,2017.216984,2059.322023,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,3435.894971,2378.000059,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,2378.000059,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497,1988.690497
59,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1089.764306,1109.153445,1138.914901,1170.890038,1237.729925,1237.729925,1237.729925,1237.729925,1237.729925,1237.729925,1237.729925,1237.729925,1089.764306,1109.153445,1138.914901,1170.890038,1237.729925,1237.729925,1237.729925,1237.729925,1237.729925,1237.729925,1237.729925,1237.729925,1295.817499,1496.045453,1896.862611,2388.344312,2167.468575,2167.468575,2167.468575,2167.468575,2167.468575,2167.468575,2167.468575,2167.468575,1356.370435,1628.349896,2193.633703,2503.190774,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,1672.235876,2162.176678,2335.786493,2503.190774,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,3406.328671,2456.336193,2491.612827,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2462.449238,2501.027220,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2558.754254,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144,2248.451144
60,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1110.381419,1144.610626,1275.001347,1277.772630,1277.772630,1277.772630,1277.772630,1277.772630,1277.772630,1277.772630,1277.772630,1277.772630,1110.381419,1144.610626,1275.001347,1277.772630,1277.772630,1277.772630,1277.772630,1277.772630,1277.772630,1277.772630,1277.772630,1277.772630,1261.901896,1464.545359,1830.937995,1899.016822,1899.016822,1899.016822,1899.016822,1899.016822,1899.016822,1899.016822,1899.016822,1899.016822,1435.472537,1685.627419,2050.929285,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1958.913372,2707.200885,2485.462262,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,3071.384112,2585.918857,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,2585.918857,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293,1948.448293
61,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1151.633953,1189.414155,1300.915167,1317.212166,1413.884215,1399.153815,1399.153815,1399.153815,1399.153815,1399.153815,1399.153815,1399.153815,1519.548617,1675.574121,2045.181501,2206.869635,2351.987747,2333.139299,2333.139299,2333.139299,2333.139299,2333.139299,2333.139299,2333.139299,1519.548617,1675.574121,2045.181501,2206.869635,2351.987747,2333.139299,2333.139299,2333.139299,2333.139299,2333.139299,2333.139299,2333.139299,1512.101902,1694.440456,2332.820417,2325.968692,2292.834698,2281.822166,2281.822166,2281.822166,2281.822166,2281.822166,2281.822166,2281.822166,1857.575008,2404.303480,2471.906826,2321.950648,2288.874134,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,3132.452471,2621.356657,2416.949618,2301.286105,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2627.794749,2416.949618,2301.286105,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2416.949618,2301.286105,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2301.286105,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508,2277.880508
62,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1173.127787,1250.040664,1362.601626,1362.601626,1362.601626,1362.601626,1362.601626,1362.601626,1362.601626,1362.601626,1362.601626,1362.601626,1173.127787,1250.040664,1362.601626,1362.601626,1362.601626,1362.601626,1362.601626,1362.601626,1362.601626,1362.601626,1362.601626,1362.601626,1477.442376,1779.338331,2193.784917,2306.642541,2306.642541,2306.642541,2306.642541,2306.642541,2306.642541,2306.642541,2306.642541,2306.642541,1542.216701,1720.917232,2251.873630,2346.950556,2346.950556,2346.950556,2346.950556,2346.950556,2346.950556,2346.950556,2346.950556,2346.950556,1566.062491,1743.812520,2175.810006,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2019.085343,2568.489595,2455.101709,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,3445.144285,2758.471258,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2758.471258,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439,2311.497439
63,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1133.463972,1157.850363,1231.523223,1339.783915,1339.783915,1339.783915,1339.783915,1339.783915,1339.783915,1339.783915,1339.783915,1339.783915,1453.967716,1591.871252,2220.572153,2440.642953,2440.642953,2440.642953,2440.642953,2440.642953,2440.642953,2440.642953,2440.642953,2440.642953,1453.967716,1591.871252,2220.572153,2440.642953,2440.642953,2440.642953,2440.642953,2440.642953,2440.642953,2440.642953,2440.642953,2440.642953,1462.314235,1622.351679,2250.767506,2423.048109,2237.706238,2237.706238,2237.706238,2237.706238,2237.706238,2237.706238,2237.706238,2237.706238,1475.637573,1647.110627,2256.908758,2328.023376,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,1788.748168,2746.142332,2648.554337,2328.023376,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,3265.491480,3121.277805,2315.118459,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,3259.159984,2315.118459,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2315.118459,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039,2193.946039
64,1244.531240,1278.100993,1321.930594,1347.940909,1408.814557,1408.814557,1408.814557,1408.814557,1408.814557,1408.814557,1408.814557,1408.814557,1244.531240,1278.100993,1321.930594,1347.940909,1408.814557,1408.814557,1408.814557,1408.814557,1408.814557,1408.814557,1408.814557,1408.814557,1244.531240,1278.100993,1321.930594,1347.940909,1408.814557,1408.814557,1408.814557,1408.814557,1408.814557,1408.814557,1408.814557,1408.814557,1603.032587,1806.019736,2176.705787,2261.971196,2386.821477,2386.821477,2386.821477,2386.821477,2386.821477,2386.821477,2386.821477,2386.821477,1603.032587,1806.019736,2176.705787,2261.971196,2386.821477,2386.821477,2386.821477,2386.821477,2386.821477,2386.821477,2386.821477,2386.821477,1614.555481,1809.462415,2448.581764,2530.167314,2353.033542,2353.033542,2353.033542,2353.033542,2353.033542,2353.033542,2353.033542,2353.033542,1626.003355,2141.343328,2604.371362,2381.408451,2275.052304,2275.052304,2275.052304,2275.052304,2275.052304,2275.052304,2275.052304,2275.052304,2136.830773,3143.094602,2646.555929,2327.767230,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,3380.160640,2723.168804,2444.116592,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2655.752159,2444.116592,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2444.116592,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136,2239.474136
65,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1096.036932,1120.056950,1132.681905,1157.448451,1213.431388,1213.431388,1213.431388,1213.431388,1213.431388,1213.431388,1213.431388,1213.431388,1456.120687,1561.735509,1959.538674,2274.010843,2156.152338,2156.152338,2156.152338,2156.152338,2156.152338,2156.152338,2156.152338,2156.152338,1512.494877,1645.426547,2094.404220,2282.423365,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,1512.494877,1645.426547,2094.404220,2282.423365,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,1852.234520,2395.481218,2675.835747,2439.806178,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,3941.293823,3000.077680,2437.268145,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2981.245542,2437.268145,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2437.268145,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858,2203.341858
66,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1126.639428,1169.095025,1181.091228,1275.688760,1275.688760,1275.688760,1275.688760,1275.688760,1275.688760,1275.688760,1275.688760,1275.688760,1126.639428,1169.095025,1181.091228,1275.688760,1275.688760,1275.688760,1275.688760,1275.688760,1275.688760,1275.688760,1275.688760,1275.688760,1433.451627,1560.425476,1877.742225,2145.619456,2145.619456,2145.619456,2145.619456,2145.619456,2145.619456,2145.619456,2145.619456,2145.619456,1433.451627,1560.425476,1877.742225,2145.619456,2145.619456,2145.619456,2145.619456,2145.619456,2145.619456,2145.619456,2145.619456,2145.619456,1361.476566,1480.755721,2098.717872,2146.869278,2113.202616,2113.202616,2113.202616,2113.202616,2113.202616,2113.202616,2113.202616,2113.202616,1730.653770,2130.834354,2681.900676,2140.834089,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2819.388753,2610.434634,2170.507039,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2610.434634,2170.507039,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2170.507039,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710,2107.262710
67,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1101.196686,1147.199175,1164.827670,1223.216171,1223.216171,1223.216171,1223.216171,1223.216171,1223.216171,1223.216171,1223.216171,1223.216171,1334.168763,1479.130704,1588.656321,2060.824089,2060.824089,2060.824089,2060.824089,2060.824089,2060.824089,2060.824089,2060.824089,2060.824089,1364.767580,1559.824895,1710.934075,2120.160888,2087.790498,2087.790498,2087.790498,2087.790498,2087.790498,2087.790498,2087.790498,2087.790498,1422.501446,1726.474702,1792.441596,2134.132018,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2271.654942,2657.024622,2570.160896,2134.132018,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,3544.206102,2878.262771,2187.725807,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2688.398866,2187.725807,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2187.725807,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340,2115.537340
68,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1075.343842,1091.608740,1107.129261,1156.611812,1286.014375,1286.014375,1286.014375,1286.014375,1286.014375,1286.014375,1286.014375,1286.014375,1332.527002,1554.693558,2109.377795,2387.183274,2241.172210,2241.172210,2241.172210,2241.172210,2241.172210,2241.172210,2241.172210,2241.172210,1373.087675,1602.929208,2150.342276,2309.760216,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,1603.859575,1846.090719,2541.176562,2309.760216,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,3199.144285,2731.458780,2319.888837,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2741.913167,2319.363895,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2319.363895,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696,2222.175696
69,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1281.615949,1370.184274,1679.831346,2076.524867,2076.524867,2076.524867,2076.524867,2076.524867,2076.524867,2076.524867,2076.524867,2076.524867,1297.678863,1403.103449,1694.940127,2006.388791,2006.388791,2006.388791,2006.388791,2006.388791,2006.388791,2006.388791,2006.388791,2006.388791,1419.211656,1678.429866,2167.332045,2076.600117,2031.753621,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,2984.830350,2531.079379,2076.600117,2088.656702,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,2417.661189,2223.940549,2088.656702,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,2223.940549,2088.656702,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,2088.656702,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079,1966.570079
70,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1053.231295,1086.868033,1213.521320,1227.696669,1227.696669,1227.696669,1227.696669,1227.696669,1227.696669,1227.696669,1227.696669,1227.696669,1197.558873,1295.351509,1673.895447,1739.703936,1967.685585,1967.685585,1967.685585,1967.685585,1967.685585,1967.685585,1967.685585,1967.685585,1601.604325,2131.579010,2096.112102,2093.460269,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,2772.892568,2549.161943,2168.522895,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,2513.212782,2168.522895,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,2168.522895,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821,1948.678821
